anime_id,name,genre,type,episodes,rating,members,japanese_title,aired,image_url,ave_rating_minmax
8773,Nekko-kun,"Kids, Music",Music,1,5.56,185,,,,0.6944444
23517,Calligraffiti,Music,Movie,1,4.57,200,,,,0.055555556
29673,Shin Tenchi Souzou,Comedy,Movie,1,5.44,129,,,,0.5277778
30106,Graphillion: Kazoeage Oneesan wo Sukue,Kids,ONA,1,3.75,87,,,,0.22222222
31501,Master Blaster,"Dementia, Music",Music,1,4.71,165,,,,0.14814815
29711,Countdown,Dementia,Movie,1,4.25,62,,,,0.22222222
20033,Miss Monochrome: The Animation,"Comedy, Music, Slice of Life",TV,13,6.53,30403,,,,0.6358173
10165,Nichijou,"Comedy, School, Slice of Life",TV,26,8.52,254436,日常,"Apr 3, 2011 to Sep 25, 2011",https://cdn.myanimelist.net/images/anime/3/75617.jpg,0.84887815
4177,Bounen no Xamdou,"Action, Military, Sci-Fi",ONA,26,7.82,79026,,,,0.77887267
11491,Recorder to Randoseru Do♪,"Comedy, School, Seinen, Slice of Life",TV,13,6.81,29599,,,,0.65759224
1824,Hadashi no Gen,"Drama, Historical",Movie,1,7.92,16474,,,,0.7748918
601,Nekojiru-sou,"Comedy, Dementia, Psychological",OVA,1,7.46,34568,,,,0.7299296
875,Mind Game,"Adventure, Comedy, Dementia, Psychological, Romance",Movie,1,7.88,32756,,,,0.77252525
1324,Earthian,"Drama, Shoujo, Shounen Ai",OVA,4,6.27,5394,,,,0.57809985
11531,UN-GO: Inga-ron,"Mystery, Supernatural",Movie,1,7.74,23340,,,,0.76899225
222,Mezzo DSA,"Action, Adventure, Comedy, Mystery, Sci-Fi",TV,13,6.78,11750,,,,0.6755454
285,Argento Soma,"Action, Adventure, Drama, Mecha, Military, Sci-Fi",TV,25,6.94,12809,,,,0.6675181
1565,Pokemon Diamond &amp; Pearl,"Action, Adventure, Comedy, Fantasy, Kids",TV,191,7.23,48203,,,,0.7003318
3654,Macademi Wasshoi!,"Comedy, Ecchi, Fantasy, Romance, School, Supernatural",TV,12,7.09,29401,,,,0.69753665
4720,White Album,"Drama, Harem, Music, Romance",TV,13,6.74,54376,,,,0.66740066
3673,Nijuu Mensou no Musume,"Action, Adventure, Mystery",TV,22,7.65,21009,,,,0.7533207
27891,Sword Art Online II: Debriefing,"Action, Adventure, Fantasy, Game",Special,1,6.56,39092,,,,0.6157244
17585,Myself ; Yourself Specials,"Drama, Romance, School",Special,2,6.85,4128,,,,0.6388889
6422,Cartagra: Tsuki Gurui no Yamai,Hentai,OVA,2,6.0,1923,,,,0.5311653
24471,Hoozuki no Reitetsu OVA,"Comedy, Fantasy, Supernatural",OVA,3,7.93,6073,,,,0.7764858
2031,Shining Tears X Wind,"Action, Adventure, Fantasy, Magic",TV,13,6.64,23477,,,,0.65033954
3586,Isaku,Hentai,OVA,3,5.78,946,,,,0.6374269
31326,High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original Video,"Comedy, Ecchi",Special,6,7.37,18288,,,,0.7153846
15925,Doraemon Movie 33: Nobita no Himitsu Dougu Museum,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.47,787,,,,0.7323232
6465,Kangoku Senkan,Hentai,OVA,4,7.12,4719,,,,0.6775599
6616,Watashi no Coffee Samurai: Jihanki-teki na Kareshi,"Action, Romance, Samurai, Sci-Fi",Special,1,6.25,1335,,,,0.60723513
2288,Akihabara Dennou-gumi,"Adventure, Mecha, Sci-Fi, Shoujo",TV,26,6.72,3935,,,,0.6481481
9861,Anime Tenchou Movie,"Action, Parody",Movie,1,5.67,1280,,,,0.52469134
3888,Toumei Ningen (OVA),Hentai,OVA,2,6.67,4631,,,,0.6465237
19297,Ketsuekigata-kun! Featuring Yuri &amp; Nasuno,Comedy,Special,1,4.93,1783,,,,0.5277778
3905,Wanpaku Ouji no Orochi Taiji,Adventure,Movie,1,6.5,704,,,,0.6296296
3886,Super Mario Brothers: Peach-hime Kyuushutsu Daisakusen!,"Adventure, Comedy, Shounen",Movie,1,5.76,2029,,,,0.5253772
7026,Mado,Comedy,Movie,1,4.73,454,,,,0.31111112
12965,Jewelpet Movie: Sweets Dance Princess,"Fantasy, Magic, Shoujo",Movie,1,6.2,581,,,,0.4814815
1804,Koko wa Green Wood,"Comedy, Drama, Romance, Shoujo, Slice of Life, Supernatural",OVA,6,6.97,4176,,,,0.6734893
13219,Himesama Gentei!,Hentai,OVA,2,7.05,4132,,,,0.6493056
23059,Shinsatsushitsu,"Dementia, Horror",Movie,1,4.54,527,,,,0.42592594
2532,Onna Kyoushi Yumi no Houkago,Hentai,OVA,2,6.03,2214,,,,0.5833333
1249,"Zone of the Enders: Dolores, I","Action, Adventure, Comedy, Mecha, Military, Sci-Fi, Space",TV,26,7.04,6753,,,,0.680418
10823,Ranma ½: 1994 Music Calendar,"Comedy, Martial Arts, Slice of Life",OVA,1,6.83,1730,,,,0.7237237
4387,UFO Robo Grendizer tai Great Mazinger,"Mecha, Sci-Fi",Movie,1,6.66,923,,,,0.6547619
3108,Miboujin: Numeriau Nikuyoku to Midara ni Nureru Mitsusubo,Hentai,OVA,2,6.07,1363,,,,0.5767196
3180,Manga Aesop Monogatari (TV),"Comedy, Fantasy, Kids",TV,52,6.5,175,,,,0.6388889
7446,Karo to Piyobupt: Sandwich,Comedy,Movie,1,5.27,348,,,,0.47619048
25533,Many Mary,Music,Music,1,5.04,153,,,,0.3888889
28631,Studio Khara vs. CyberConnect2 Gachinko! Animation Taiketsu!,Action,ONA,2,5.86,217,,,,0.5185185
30339,Play Jazz,Dementia,Movie,1,4.69,119,,,,0.11111111
32781,Refrain,Music,Music,1,5.72,104,,,,0.22222222
24679,Flanders no Inu Specials,"Drama, Slice of Life",Special,2,5.76,139,,,,0.44444445
9522,Zero Tester: Chikyuu wo Mamore!,"Action, Adventure, Mecha, Sci-Fi",TV,28,5.23,137,,,,0.22222222
9078,Rokudenashi Blues 1993,"Action, Comedy, Drama, School, Shounen, Sports",Movie,1,6.6,298,,,,0.7222222
8786,Inakappe Taishou,"Comedy, Sports",TV,104,6.8,184,,,,0.7777778
22,Prince of Tennis,"Action, Comedy, School, Shounen, Sports",TV,178,8.04,87643,テニスの王子様,"Oct 10, 2001 to Mar 23, 2005",https://cdn.myanimelist.net/images/anime/6/21624.jpg,0.8003017
1469,Monster Farm: Enbanseki no Himitsu,"Action, Adventure, Comedy, Fantasy",TV,48,6.91,22170,,,,0.6693092
10209,Kore wa Zombie Desu ka? OVA,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",OVA,2,7.57,73826,,,,0.7395204
18153,Kyoukai no Kanata,"Fantasy, Slice of Life, Supernatural",TV,12,7.88,359011,,,,0.7792029
27775,Plastic Memories,"Drama, Romance, Sci-Fi",TV,13,7.95,213493,,,,0.78025395
28999,Charlotte,"Drama, School, Super Power",TV,13,7.91,310137,,,,0.77848256
31637,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season","Action, Adventure, Fantasy, Military",TV,12,7.97,153501,,,,0.7844921
27655,Aldnoah.Zero 2nd Season,"Action, Mecha, Sci-Fi, Space",TV,12,7.15,149364,,,,0.70182383
10049,Nurarihyon no Mago: Sennen Makyou,"Action, Demons, Shounen, Supernatural",TV,24,8.15,75612,ぬらりひょんの孫 千年魔京,"Jul 3, 2011 to Dec 18, 2011",https://cdn.myanimelist.net/images/anime/5/77300.jpg,0.8046852
23311,Garo: Honoo no Kokuin,"Action, Demons, Fantasy, Magic, Supernatural",TV,24,7.51,64214,,,,0.7493564
1731,Tales of Symphonia The Animation: Sylvarant-hen,"Action, Adventure, Fantasy, Magic, Martial Arts, Shounen",OVA,4,7.29,35730,,,,0.7129203
372,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo",Movie,1,8.28,60637,劇場版 カードキャプターさくら 封印されたカード,"Jul 15, 2000",https://cdn.myanimelist.net/images/anime/1652/90326.jpg,0.8128567
9723,Hakuouki Hekketsuroku Episode 0,"Action, Drama, Harem, Historical, Josei, Samurai, Supernatural, Vampire",Special,1,7.16,8025,,,,0.6912037
1065,Touch,"Drama, Romance, School, Shounen, Slice of Life, Sports",TV,101,8.16,12833,タッチ,"Mar 24, 1985 to Mar 22, 1987",https://cdn.myanimelist.net/images/anime/3/53087.jpg,0.807971
10469,Sayonara Zetsubou Sensei Special,"Comedy, Mystery, Parody",Special,1,7.63,9669,,,,0.7441756
604,Mahou no Stage Fancy Lala,"Comedy, Drama, Magic, Music, Romance, Shoujo",TV,26,7.18,5991,,,,0.6975674
330,Midori no Hibi,"Comedy, Drama, Ecchi, Romance, Shounen",TV,13,7.45,87938,,,,0.7349308
209,R.O.D the TV,"Action, Adventure, Comedy, Drama, Sci-Fi, Super Power",TV,26,7.64,47053,,,,0.7552688
685,To Heart: Remember My Memories,"Drama, Harem, Romance, School, Sci-Fi, Slice of Life",TV,13,6.57,5752,,,,0.64845175
995,Prince of Tennis: The National Tournament,"Action, Comedy, Shounen, Sports",OVA,13,8.09,25170,テニスの王子様 Original Video Animation 全国大会編,"Mar 24, 2006 to Mar 23, 2007",https://cdn.myanimelist.net/images/anime/12/10572.jpg,0.8041973
128,Gate Keepers 21,"Action, Drama, Mecha, Sci-Fi, Shounen",OVA,6,6.9,7363,,,,0.6567813
8917,Mouretsu Pirates,"Sci-Fi, Space",TV,26,7.24,48245,,,,0.7311089
2725,Tenchi Muyou!: Galaxy Police Mihoshi Space Adventure,"Comedy, Magic, Parody, Police, Sci-Fi, Shounen, Space",OVA,1,6.96,6082,,,,0.6815134
17819,Kyoto Animation: Suiei-hen,Sports,Special,1,7.27,8347,,,,0.7353456
1961,Arashi no Yoru ni,"Adventure, Comedy, Drama, Fantasy",Movie,1,7.9,11458,,,,0.76455027
4718,AIKa: Special Trial,Ecchi,Special,1,5.83,4116,,,,0.55641025
9611,Aa! Megami-sama! (2011),"Comedy, Magic, Romance, Seinen, Supernatural",OVA,3,7.45,12872,,,,0.715744
10671,Morita-san wa Mukuchi.,"Comedy, School, Slice of Life",TV,13,6.63,15046,,,,0.640009
21829,Fella Pure: Mitarashi-san Chi no Jijou The Animation,Hentai,OVA,1,7.52,6648,,,,0.73176205
1886,Fushigiboshi no☆Futagohime Gyu!,"Comedy, Magic, Shoujo",TV,52,7.32,2387,,,,0.72053874
1550,Attack No.1,"Drama, Shoujo, Sports",TV,104,6.85,3676,,,,0.63060427
2407,Keroro Gunsou Movie 1,"Comedy, Kids, Sci-Fi, Shounen",Movie,1,7.45,3606,,,,0.7482639
1332,Elf no Wakaokusama,"Fantasy, Hentai",OVA,2,6.13,2050,,,,0.5907173
3579,Getter Robo,"Action, Mecha, Sci-Fi, Shounen",TV,51,7.07,2938,,,,0.67460316
7266,Binkan Athlete,Hentai,OVA,1,6.46,3537,,,,0.627451
16928,Hiiro no Kakera: Totsugeki! Tonari no Ikemenzu,"Comedy, Fantasy, Shoujo",OVA,1,6.82,4637,,,,0.63003665
17871,Yonhyakunijuu Renpai Girl,"Comedy, Romance, School",Special,1,6.13,2852,,,,0.61678004
1295,A-Ko The Versus,"Action, Adventure, Comedy, Romance, Sci-Fi, Super Power",OVA,2,6.49,2457,,,,0.6351166
13965,Thermae Romae x LOFT Collaboration,"Comedy, Historical, Seinen",Special,1,6.23,467,,,,0.63492066
1796,Dirty Pair: The Movie,"Adventure, Comedy, Police, Sci-Fi",Movie,1,7.19,3227,,,,0.6831683
1848,Haou Taikei Ryuu Knight,"Action, Adventure, Fantasy, Mecha",TV,52,6.75,1591,,,,0.6388889
5213,Houkago 2: Saiyuri,Hentai,OVA,1,6.34,2150,,,,0.6296296
6337,Hitoriga The Animation,Hentai,OVA,4,6.56,2878,,,,0.6697531
2521,Haja Kyosei G Dangaiou,"Action, Mecha, Sci-Fi",TV,13,5.52,1377,,,,0.47509578
5953,Mahou no Princess Minky Momo: Yume wo Dakishimete,"Magic, Shoujo",TV,62,6.8,783,,,,0.6611111
4606,Tsuki Kagerou,"Hentai, Yuri",OVA,3,5.76,890,,,,0.5873016
6891,Soukan Yuugi 2,Hentai,OVA,2,6.47,2570,,,,0.6457023
8486,Kihei Senki Legacies,"Fantasy, Mecha",ONA,1,4.7,676,,,,0.2888889
33420,RESTART POiNTER,Music,Music,1,6.91,364,,,,0.5555556
33213,Onizushi,"Comedy, Demons",ONA,3,5.84,153,,,,0.33333334
33912,Gakuen Handsome: Haitoku no Lesson,"Comedy, Music",Music,2,5.79,316,,,,0.5555556
9077,Rokudenashi Blues,"Comedy, Drama, School, Shounen, Sports",Movie,1,6.62,465,,,,0.7222222
28257,Youkai Watch Movie 2: Enma Daiou to Itsutsu no Monogatari da Nyan!,"Comedy, Kids, Supernatural",Movie,1,7.1,560,,,,0.8611111
4028,Slayers Revolution,"Adventure, Comedy, Fantasy",TV,13,7.37,23679,,,,0.7220339
16934,Chuunibyou demo Koi ga Shitai!: Kirameki no... Slapstick Noel,"Comedy, School",Special,1,7.6,72085,,,,0.751044
24227,Nisekoi OVA,"Comedy, Harem, Romance, School, Shounen",OVA,3,7.57,65287,,,,0.73666215
122,Full Moon wo Sagashite,"Comedy, Drama, Music, Romance, Shoujo, Supernatural",TV,52,8.08,59374,満月をさがして,"Apr 6, 2002 to Mar 29, 2003",https://cdn.myanimelist.net/images/anime/1900/99154.jpg,0.79975945
15689,Nekomonogatari: Kuro,"Comedy, Romance, Supernatural",TV,4,8.06,173264,猫物語（黒）,"Dec 31, 2012",https://cdn.myanimelist.net/images/anime/1170/121597.jpg,0.7939827
4280,Kara no Kyoukai 4: Garan no Dou,"Action, Mystery, Supernatural, Thriller",Movie,1,8.05,103600,劇場版 空の境界 the Garden of sinners 第四章『伽藍の洞』,"May 24, 2008",https://cdn.myanimelist.net/images/anime/9/21736.jpg,0.79748195
16732,Kiniro Mosaic,"Comedy, School, Slice of Life",TV,12,7.41,78131,,,,0.73047304
230,Air Master,"Action, Comedy, Martial Arts, Seinen",TV,27,7.14,22433,,,,0.7085346
7058,Uragiri wa Boku no Namae wo Shitteiru,"Adventure, Drama, Fantasy, Shoujo, Shounen Ai",TV,24,7.43,55040,,,,0.7342259
11135,Hybrid Child,"Drama, Historical, Romance, Sci-Fi, Shounen Ai",OVA,4,8.09,26036,ハイブリッド チャイルド,"Oct 29, 2014 to Jan 28, 2015",https://cdn.myanimelist.net/images/anime/4/65605.jpg,0.79422307
6467,Detective Conan Movie 14: The Lost Ship in the Sky,"Action, Mystery, Police, Shounen",Movie,1,8.29,20602,名探偵コナン 天空の難破船,"Apr 17, 2010",https://cdn.myanimelist.net/images/anime/7/22312.jpg,0.8196747
1583,009-1,"Action, Mecha, Sci-Fi, Seinen",TV,12,6.39,11097,,,,0.61520946
7265,Kara no Shoujo,Hentai,OVA,2,5.68,2943,,,,0.5555556
2828,Ie Naki Ko,"Adventure, Drama, Historical, Kids, Slice of Life",TV,51,7.9,4479,,,,0.7630522
10668,Imouto Paradise!,Hentai,OVA,2,6.83,7713,,,,0.6810551
493,Armitage III: Poly-Matrix,"Action, Adventure, Mecha, Military, Police, Romance, Sci-Fi",Movie,1,7.18,9186,,,,0.7078652
7081,Danball Senki,"Action, Kids, Mecha",TV,44,7.29,3682,,,,0.7133333
31851,Dog Days&#039;&#039;: Limone Resort Tenbou Onsen!,"Ecchi, Fantasy, Magic",Special,1,6.75,1585,,,,0.6296296
625,Moekan The Animation,"Comedy, Romance",OVA,3,5.81,1859,,,,0.5555556
13517,Ryuugajou Nanana no Maizoukin,"Comedy, Supernatural",Special,1,6.66,7177,,,,0.65575397
10683,Tentacle and Witches,"Hentai, Magic, Supernatural",OVA,4,7.24,6420,,,,0.6925647
32191,Okitegami Kyouko no Bibouroku x Monogatari,Supernatural,ONA,1,5.77,1771,,,,0.5555556
23831,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari - Magica Quartet x Nisioisin,Comedy,Movie,4,6.52,6946,,,,0.6244444
7551,Gowapper 5 Gordam,"Action, Adventure, Mecha, Sci-Fi",TV,36,6.45,213,,,,0.44444445
11829,Manga Mitokoumon,Historical,TV,46,7.15,169,,,,0.6666667
12321,Thermae Romae,"Comedy, Historical, Seinen",TV,3,7.13,13444,,,,0.69234264
11483,Redline Pilot,"Cars, Sports",Special,1,6.8,3618,,,,0.7021858
13439,Shinpi no Hou,"Adventure, Supernatural",Movie,1,5.37,1100,,,,0.51282054
686,To Heart: Remember My Memories Specials,"Comedy, Martial Arts, Parody, Samurai, Sci-Fi, Super Power",Special,7,6.27,2198,,,,0.6505376
5025,Dengeki Oshioki Musume Gootaman: Gootaman Tanjou-hen,"Action, Comedy, Ecchi, Parody",OVA,1,5.37,2106,,,,0.493266
29707,Yume no Ukiyo ni Saitemina,Music,Music,1,5.94,397,,,,0.5972222
2517,Eikoku Koi Monogatari Emma: Intermission,"Drama, Historical, Romance, Seinen, Slice of Life",Special,1,7.21,3261,,,,0.71067107
2013,Taiho Shichau zo The Movie,"Action, Comedy, Drama, Police, Shounen",Movie,1,7.42,4029,,,,0.71450615
29437,Detective Conan: Happy New Year Special,"Action, Comedy, Mystery, Police, Shounen",Special,1,7.15,1202,,,,0.6574074
29801,The iDOLM@STER Million Live! 1st Anniversary PV,Drama,Special,1,6.15,1292,,,,0.5185185
319,Happy World!,"Comedy, Ecchi, Fantasy, Romance",OVA,3,6.11,4348,,,,0.6072607
6835,Umi no Mizu wa Naze Karai,Historical,Movie,1,5.8,531,,,,0.5555556
3728,True Blue,Hentai,OVA,2,6.03,2912,,,,0.5510511
1176,Unkai no Meikyuu Zeguy,"Action, Adventure, Fantasy",OVA,2,5.91,808,,,,0.5614035
9009,Otome Juurin Yuugi: Maiden Infringement Play,Hentai,OVA,2,6.4,2673,,,,0.5964912
5568,"Rinkan Gakuen: Yamete! ...Okaasan, Minaide!",Hentai,OVA,1,5.43,1325,,,,0.5185185
3975,Uchi no 3 Shimai,"Comedy, Slice of Life",TV,141,6.68,265,,,,0.6666667
25377,TOTO Green Challenge,Slice of Life,ONA,1,5.4,115,,,,0.44444445
28067,Kyouryoku Boukuusen,"Action, Historical, Military",Movie,1,3.57,104,,,,0.16666667
29957,Count Down,,Movie,1,4.27,231,,,,0.11111111
30400,Yakusoku,Dementia,Movie,1,5.04,107,,,,0.22222222
24645,Ai Shoujo Pollyanna Story Specials,"Drama, Historical, Slice of Life",Special,2,6.11,173,,,,0.33333334
3689,Hatsumei Boy Kanipan,"Adventure, Comedy, Mecha, Sci-Fi",TV,31,6.89,375,,,,0.63492066
9341,Try Z,Hentai,OVA,1,5.66,289,,,,0.4722222
4521,Watt Poe to Bokura no Ohanashi,"Adventure, Sci-Fi",OVA,1,6.46,179,,,,0.44444445
6071,Juuippiki no Neko,Fantasy,Movie,1,6.21,400,,,,0.5555556
7124,Madou King Granzort: Bouken-hen,"Action, Comedy, Fantasy, Magic, Mecha, Sci-Fi, Shounen",OVA,3,6.61,196,,,,0.6111111
19171,Sanjougattai Transformers Go!,"Mecha, Sci-Fi, Shounen",OVA,10,5.49,256,,,,0.44444445
225,Dragon Ball GT,"Action, Adventure, Comedy, Fantasy, Magic, Sci-Fi, Shounen, Super Power",TV,64,6.72,226625,,,,0.6519314
28701,Fate/stay night: Unlimited Blade Works 2nd Season,"Action, Fantasy, Magic, Shounen, Supernatural",TV,13,8.45,205987,Fate/stay night [Unlimited Blade Works] 2nd シーズン,"Apr 5, 2015 to Jun 28, 2015",https://cdn.myanimelist.net/images/anime/1881/124810.jpg,0.8410198
190,Love Hina Again,"Comedy, Drama, Ecchi, Romance, Shounen",OVA,3,7.36,61154,,,,0.7182625
232,Cardcaptor Sakura,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, School, Shoujo",TV,70,8.18,181249,カードキャプターさくら,"Apr 7, 1998 to Mar 21, 2000",https://cdn.myanimelist.net/images/anime/8/60781.jpg,0.8049387
5042,Kiss x Sis,"Comedy, Ecchi, Harem, Romance, School, Seinen",OVA,12,7.33,125614,,,,0.71027154
30503,Noragami Aragoto,"Action, Adventure, Shounen, Supernatural",TV,13,8.48,299434,ノラガミ ARAGOTO,"Oct 3, 2015 to Dec 26, 2015",https://cdn.myanimelist.net/images/anime/1689/94850.jpg,0.83308357
20555,SoniAni: Super Sonico The Animation,"Music, Slice of Life",TV,12,6.26,45748,,,,0.62616825
233,Daa! Daa! Daa!,"Comedy, Sci-Fi, Shoujo",TV,78,7.81,12673,,,,0.7724419
93,Mobile Suit Gundam Seed,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",TV,50,7.93,96973,,,,0.7911618
4726,Druaga no Tou: The Sword of Uruk,"Adventure, Fantasy",TV,12,7.39,46237,,,,0.7250089
2148,Okane ga Nai,"Drama, Romance, Yaoi",OVA,4,6.58,27367,,,,0.6536889
157,Mahou Sensei Negima!,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",TV,26,7.11,76253,,,,0.7034622
1506,Detective Conan Movie 10: Requiem of the Detectives,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,8.21,21789,名探偵コナン　探偵たちの鎮魂歌[レクイエム],"Apr 15, 2006",https://cdn.myanimelist.net/images/anime/1919/94322.jpg,0.8143697
29511,Ongaku Shoujo,"Music, Slice of Life",Movie,1,6.38,6289,,,,0.6374269
7580,Ikkitousen: Xtreme Xecutor,"Action, Ecchi, Martial Arts, School, Super Power",TV,12,6.95,28260,,,,0.6840758
22817,Kindaichi Shounen no Jikenbo Returns,"Mystery, Shounen",TV,25,7.42,8128,,,,0.72866344
23551,Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe,"Comedy, Slice of Life",TV,12,5.95,6220,,,,0.56811047
11615,Morita-san wa Mukuchi. 2,"Comedy, School, Slice of Life",TV,13,6.8,8788,,,,0.6547504
12921,Morita-san wa Mukuchi. Specials,"Comedy, School, Slice of Life",Special,2,6.62,2769,,,,0.62169313
29787,Gochuumon wa Usagi Desu ka??,"Comedy, Slice of Life",TV,12,8.01,38102,,,,0.79327285
19103,Mesu Saga: Persona,Hentai,OVA,1,6.66,2005,,,,0.60888886
9053,Ice Movie,"Action, Military, Sci-Fi",Movie,1,5.82,804,,,,0.6666667
758,RahXephon: Pluralitas Concentio,"Action, Drama, Mecha, Psychological, Romance, Sci-Fi",Movie,1,7.16,10524,,,,0.6985202
924,Transformers: Choujin Master Force,"Adventure, Mecha, Sci-Fi, Shounen",TV,47,6.85,1574,,,,0.65481484
9988,Otome wa Boku ni Koishiteru: Futari no Elder,"Drama, Romance, School",OVA,3,6.96,10579,,,,0.6836091
31909,Wakaba*Girl: Onsen Tsukaritai,"Comedy, Slice of Life",Special,1,7.02,4284,,,,0.6770509
15097,Tropical Kiss,Hentai,OVA,3,7.28,8884,,,,0.6977124
2042,Five Star Stories,"Action, Drama, Fantasy, Mecha, Sci-Fi",Movie,1,6.78,5343,,,,0.65467626
2724,Daicon Opening Animations,"Action, Adventure, Mecha, Music, Sci-Fi",Special,2,7.72,7174,,,,0.76567656
13983,Thermae Romae: Kodai Romajin ga Uchuu e,"Comedy, Seinen, Space",Special,1,6.2,749,,,,0.6111111
2414,Assemble Insert,"Comedy, Police, Sci-Fi",OVA,2,6.25,1566,,,,0.5888889
1633,Shintaisou: Kari,Hentai,OVA,4,6.42,3942,,,,0.63370997
8526,Honey Tokyo,Sci-Fi,ONA,1,5.88,1410,,,,0.5765199
3390,Hoshi no Umi no Amuri,"Adventure, Fantasy, Sci-Fi",OVA,3,5.93,2443,,,,0.5886525
4386,Great Mazinger tai Getter Robo G: Kuuchuu Dai-Gekitotsu,"Action, Mecha, Sci-Fi",Movie,1,6.42,786,,,,0.6074074
5266,Choujuu Kishin Dancougar: God Bless Dancougar,"Action, Mecha, Sci-Fi",OVA,1,6.72,667,,,,0.6984127
15061,Aikatsu!,"Music, School, Shoujo, Slice of Life",TV,178,7.69,16990,,,,0.78458047
5828,Kishin Douji Zenki Gaiden: Anki Kitan,"Action, Supernatural",OVA,1,6.65,892,,,,0.67836255
6090,Hon Ran,"Action, Magic, Martial Arts",OVA,1,5.33,781,,,,0.45614034
30079,Kirin no Otenki Mama-san,Fantasy,Special,12,3.53,109,,,,0.3888889
3482,Madonna,"Comedy, School, Sports",OVA,2,6.47,849,,,,0.6315789
16476,Idol Kouhosei,Hentai,OVA,1,5.9,1442,,,,0.57894737
18365,Mazinger ZIP!,"Comedy, Mecha",TV,237,6.14,273,,,,0.6666667
3884,Maze☆Bakunetsu Jikuu: Hot Springs,"Action, Comedy, Ecchi, Fantasy",Special,1,6.47,646,,,,0.62393165
28381,Monster High: Kowa-ike Girls,"Kids, Shoujo, Supernatural",ONA,8,6.32,244,,,,0.33333334
29459,Pata Pata Mama,"Kids, Music",Music,1,3.93,85,,,,0.2777778
31832,Zawazawa,,Movie,1,4.8,216,,,,0.11111111
8375,Chogattai Majutsu Robot Ginguiser,"Adventure, Mecha, Sci-Fi, Shounen",TV,26,6.58,409,,,,0.8
12589,3 Choume no Tama: Onegai! Momo-chan wo Sagashite!!,"Adventure, Kids",Movie,1,6.24,282,,,,0.44444445
29772,Calm,"Dementia, Music",Movie,1,5.89,506,,,,0.5555556
861,xxxHOLiC,"Comedy, Drama, Mystery, Psychological, Supernatural",TV,24,8.11,150872,×××HOLiC（ホリック）,"Apr 7, 2006 to Sep 29, 2006",https://cdn.myanimelist.net/images/anime/5/21858.jpg,0.807097
12467,Nazo no Kanojo X,"Ecchi, Romance, School, Seinen",TV,13,7.4,99788,,,,0.7275882
30885,Noragami Aragoto OVA,"Action, Adventure, Shounen",OVA,2,8.12,58075,ノラガミ OAD,"Nov 17, 2015 to Mar 17, 2016",https://cdn.myanimelist.net/images/anime/11/77510.jpg,0.7901991
855,Strawberry Panic,"Drama, Romance, School, Shoujo Ai",TV,26,7.45,72790,,,,0.7406416
6954,Kara no Kyoukai: Shuushou,Mystery,Special,1,7.29,45718,,,,0.711752
10495,Yuru Yuri,"Comedy, School, Shoujo Ai, Slice of Life",TV,12,7.7,148140,,,,0.7517635
26085,Military!,"Comedy, Ecchi, Military, Seinen, Slice of Life",TV,12,5.91,19761,,,,0.56247526
246,Groove Adventure Rave,"Adventure, Comedy, Fantasy, Romance, Shounen",TV,51,7.45,56353,,,,0.7301141
5678,Kobato.,"Comedy, Drama, Fantasy",TV,24,8.09,88986,こばと。,"Oct 6, 2009 to Mar 23, 2010",https://cdn.myanimelist.net/images/anime/8/79838.jpg,0.8143922
15719,Oda Nobuna no Yabou Soushuuhen,"Comedy, Historical, Romance",Special,1,7.23,5965,,,,0.7178744
17187,Ghost in the Shell: Arise - Border:1 Ghost Pain,"Mecha, Police, Psychological, Sci-Fi",Movie,1,7.64,31747,,,,0.7491078
25839,Bonjour♪Koiaji Pâtisserie,"Comedy, Harem, Romance, Shoujo, Slice of Life",ONA,24,6.35,22127,,,,0.60568476
27727,Binan Koukou Chikyuu Bouei-bu LOVE!,"Comedy, Magic, School, Slice of Life",TV,12,7.11,45873,,,,0.6988592
31251,Mobile Suit Gundam: Iron-Blooded Orphans,"Action, Drama, Mecha, Sci-Fi, Space",TV,25,7.96,60525,,,,0.7774461
1588,Mamoru-kun ni Megami no Shukufuku wo!,"Comedy, Romance, School",TV,24,7.21,16922,,,,0.69785935
476,Ginban Kaleidoscope,"Drama, Romance, Sports",TV,12,7.48,29837,,,,0.7326452
346,W: Wish,"Drama, Harem, Romance, School, Slice of Life",TV,13,6.3,10523,,,,0.61178863
539,Tenchi Muyou! Ryououki,"Action, Comedy, Sci-Fi, Shounen, Space",OVA,6,7.77,25902,,,,0.76530397
